id,name,active,model_id,created_at,updated_at
1068,E300,t,591,2017-05-02 14:09:24+02,2018-08-30 18:19:28.940072+02
1069,E320,t,591,2017-05-02 14:09:24+02,2018-08-30 18:19:29.340572+02
1070,E350,t,591,2017-05-02 14:09:24+02,2018-08-30 18:19:29.740155+02
1071,E400,t,591,2017-05-02 14:09:24+02,2018-08-30 18:19:30.119726+02
1072,E430,t,591,2017-05-02 14:09:24+02,2018-08-30 18:19:30.520066+02
1074,E500,t,591,2017-05-02 14:09:24+02,2018-08-30 18:19:30.94015+02
1075,E55,t,591,2017-05-02 14:09:24+02,2018-08-30 18:19:31.399783+02
1076,E550,t,591,2017-05-02 14:09:24+02,2018-08-30 18:19:31.808759+02
1077,E63,t,591,2017-05-02 14:09:24+02,2018-08-30 18:19:32.259842+02
1078,G280,t,597,2017-05-02 14:09:24+02,2018-08-30 18:19:32.660095+02
1079,G320,t,597,2017-05-02 14:09:24+02,2018-08-30 18:19:33.059898+02
1080,G350,t,597,2017-05-02 14:09:24+02,2018-08-30 18:19:33.447365+02
1081,G400,t,597,2017-05-02 14:09:24+02,2018-08-30 18:19:33.839655+02
1083,G55,t,597,2017-05-02 14:09:24+02,2018-08-30 18:19:34.640041+02
1085,G65,t,597,2017-05-02 14:09:24+02,2018-08-30 18:19:35.439881+02
1090,GL350,t,598,2017-05-02 14:09:24+02,2018-08-30 18:19:36.459983+02
1091,GL400,t,598,2017-05-02 14:09:24+02,2018-08-30 18:19:36.859927+02
1092,GL450,t,598,2017-05-02 14:09:24+02,2018-08-30 18:19:37.239936+02
1093,GL500,t,598,2017-05-02 14:09:24+02,2018-08-30 18:19:37.639798+02
1096,GL63,t,598,2017-05-02 14:09:24+02,2018-08-30 18:19:38.0599+02
1100,GLE250,t,599,2017-05-02 14:09:24+02,2018-08-30 18:19:38.579706+02
1101,GLE350,t,599,2017-05-02 14:09:24+02,2018-08-30 18:19:38.979709+02
1104,GLE450,t,599,2017-05-02 14:09:24+02,2018-08-30 18:19:39.759858+02
1102,GLE400,t,599,2017-05-02 14:09:24+02,2018-08-30 18:19:39.359916+02
1107,GLK250,t,600,2017-05-02 14:09:24+02,2018-08-30 18:19:40.700409+02
1108,GLK280,t,600,2017-05-02 14:09:24+02,2018-08-30 18:19:41.099955+02
1109,GLK300,t,600,2017-05-02 14:09:24+02,2018-08-30 18:19:41.479417+02
1110,GLK320,t,600,2017-05-02 14:09:24+02,2018-08-30 18:19:41.879695+02
1111,GLK350,t,600,2017-05-02 14:09:24+02,2018-08-30 18:19:42.279917+02
1121,R280,t,604,2017-05-02 14:09:24+02,2018-08-30 18:19:42.699627+02
1122,R300,t,604,2017-05-02 14:09:24+02,2018-08-30 18:19:43.679622+02
1123,R350,t,604,2017-05-02 14:09:24+02,2018-08-30 18:19:44.079655+02
1124,R500,t,604,2017-05-02 14:09:24+02,2018-08-30 18:19:44.488162+02
1126,S230,t,607,2017-05-02 14:09:24+02,2018-08-30 18:19:44.880173+02
1127,S280,t,607,2017-05-02 14:09:24+02,2018-08-30 18:19:45.339927+02
1128,S300,t,607,2017-05-02 14:09:24+02,2018-08-30 18:19:45.719785+02
1129,S320,t,607,2017-05-02 14:09:24+02,2018-08-30 18:19:46.120131+02
1130,S350,t,607,2017-05-02 14:09:24+02,2018-08-30 18:19:46.51973+02
1131,S400,t,607,2017-05-02 14:09:24+02,2018-08-30 18:19:46.92764+02
1132,S430,t,607,2017-05-02 14:09:24+02,2018-08-30 18:19:47.319392+02
1133,S500,t,607,2017-05-02 14:09:24+02,2018-08-30 18:19:47.699787+02
1134,S55,t,607,2017-05-02 14:09:24+02,2018-08-30 18:19:48.099442+02
1136,S600,t,607,2017-05-02 14:09:24+02,2018-08-30 18:19:48.499574+02
107,"",t,888,2017-05-02 14:09:25+02,2018-08-30 18:21:11.059917+02
1106,GLE63,t,599,2017-05-02 14:09:24+02,2018-08-30 18:19:40.219861+02
1143,SL550,t,610,2017-05-02 14:09:24+02,2017-05-08 09:00:05+02
1144,SL560,t,610,2017-05-02 14:09:24+02,2017-05-08 09:00:05+02
1145,SL60,t,610,2017-05-02 14:09:24+02,2017-05-08 09:00:05+02
1158,SLS63,t,614,2017-05-02 14:09:24+02,2017-05-08 09:00:05+02
1162,S,t,667,2017-05-02 14:09:24+02,2017-05-08 09:00:05+02
1163,SL,t,667,2017-05-02 14:09:24+02,2017-05-08 09:00:05+02
1164,SV,t,667,2017-05-02 14:09:24+02,2017-05-08 09:00:05+02
1165,SR,t,667,2017-05-02 14:09:24+02,2017-05-08 09:00:05+02
1166,LE,t,668,2017-05-02 14:09:24+02,2017-05-08 09:00:05+02
1167,SE,t,668,2017-05-02 14:09:24+02,2017-05-08 09:00:05+02
1168,SL,t,673,2017-05-02 14:09:24+02,2017-05-08 09:00:05+02
1169,SV,t,673,2017-05-02 14:09:24+02,2017-05-08 09:00:05+02
117,"",f,226,2017-05-02 14:09:26+02,2017-05-08 09:00:05+02
1170,SR,t,676,2017-05-02 14:09:24+02,2017-05-08 09:00:05+02
1171,SV,t,676,2017-05-02 14:09:24+02,2017-05-08 09:00:05+02
1172,LE,t,678,2017-05-02 14:09:24+02,2017-05-08 09:00:05+02
1173,SL,t,678,2017-05-02 14:09:24+02,2017-05-08 09:00:05+02
1174,SV,t,678,2017-05-02 14:09:24+02,2017-05-08 09:00:05+02
1175,LE,t,680,2017-05-02 14:09:24+02,2017-05-08 09:00:05+02
1176,SE,t,680,2017-05-02 14:09:24+02,2017-05-08 09:00:05+02
1177,XE,t,680,2017-05-02 14:09:24+02,2017-05-08 09:00:05+02
1178,LE,t,685,2017-05-02 14:09:24+02,2017-05-08 09:00:05+02
1179,SE,t,685,2017-05-02 14:09:24+02,2017-05-08 09:00:05+02
1180,SL,t,685,2017-05-02 14:09:24+02,2017-05-08 09:00:05+02
1181,SV,t,685,2017-05-02 14:09:24+02,2017-05-08 09:00:05+02
1182,XE,t,685,2017-05-02 14:09:24+02,2017-05-08 09:00:05+02
1183,LE,t,687,2017-05-02 14:09:24+02,2017-05-08 09:00:05+02
1184,Safari,t,687,2017-05-02 14:09:24+02,2017-05-08 09:00:05+02
1185,SE,t,687,2017-05-02 14:09:24+02,2017-05-08 09:00:05+02
1186,XE,t,687,2017-05-02 14:09:24+02,2017-05-08 09:00:05+02
1187,LE,t,690,2017-05-02 14:09:24+02,2017-05-02 14:09:24+02
1188,SE,t,690,2017-05-02 14:09:24+02,2017-05-02 14:09:24+02
1189,SL,t,695,2017-05-02 14:09:24+02,2017-05-02 14:09:24+02
1190,S,t,695,2017-05-02 14:09:24+02,2017-05-02 14:09:24+02
1191,SR,t,695,2017-05-02 14:09:24+02,2017-05-02 14:09:24+02
1192,SV,t,695,2017-05-02 14:09:24+02,2017-05-02 14:09:24+02
1193,SE,t,696,2017-05-02 14:09:24+02,2017-05-08 09:00:05+02
1194,SL,t,697,2017-05-02 14:09:24+02,2017-05-08 09:00:05+02
1195,SV,t,697,2017-05-02 14:09:24+02,2017-05-11 14:21:58.706+02
1196,S,t,703,2017-05-02 14:09:24+02,2017-05-08 09:00:05+02
1197,SE,t,703,2017-05-02 14:09:24+02,2017-05-08 09:00:05+02
1198,SL,t,702,2017-05-02 14:09:24+02,2017-05-02 14:09:24+02
1199,SV,t,702,2017-05-02 14:09:24+02,2017-05-02 14:09:24+02
1201,GT,t,757,2017-05-02 14:09:24+02,2017-05-08 09:00:05+02
1204,GT4,t,757,2017-05-02 14:09:24+02,2017-05-08 09:00:05+02
12,"",t,444,2017-05-02 14:09:23+02,2018-08-30 18:18:29.839705+02
1138,SL320,t,610,2017-05-02 14:09:24+02,2018-08-30 18:19:49.347518+02
1139,SL350,t,610,2017-05-02 14:09:24+02,2018-08-30 18:19:49.739796+02
1140,SL400,t,610,2017-05-02 14:09:24+02,2018-08-30 18:19:50.15953+02
1141,SL500,t,610,2017-05-02 14:09:24+02,2018-08-30 18:19:50.567976+02
1142,SL55,t,610,2017-05-02 14:09:24+02,2018-08-30 18:19:50.980002+02
1146,SL63,t,610,2017-05-02 14:09:24+02,2018-08-30 18:19:51.359906+02
1147,SL65,t,610,2017-05-02 14:09:24+02,2018-08-30 18:19:51.940023+02
1148,SLK200,t,612,2017-05-02 14:09:24+02,2018-08-30 18:19:52.739413+02
1149,SLK230,t,612,2017-05-02 14:09:24+02,2018-08-30 18:19:53.159597+02
1150,SLK250,t,612,2017-05-02 14:09:24+02,2018-08-30 18:19:53.539973+02
1151,SLK280,t,612,2017-05-02 14:09:24+02,2018-08-30 18:19:53.919922+02
1152,SLK300,t,612,2017-05-02 14:09:24+02,2018-08-30 18:19:54.319554+02
1153,SLK320,t,612,2017-05-02 14:09:24+02,2018-08-30 18:19:54.719873+02
1155,SLK55,t,612,2017-05-02 14:09:24+02,2018-08-30 18:19:55.49967+02
1156,722,t,613,2017-05-02 14:09:24+02,2018-08-30 18:19:55.899922+02
1157,McLaren,t,613,2017-05-02 14:09:24+02,2018-08-30 18:19:56.319987+02
1159,CountryMan,t,634,2017-05-02 14:09:24+02,2018-08-30 18:20:01.37988+02
1160,Paceman,t,634,2017-05-02 14:09:24+02,2018-08-30 18:20:02.060112+02
1161,Evolution,t,650,2017-05-02 14:09:24+02,2018-08-30 18:20:05.919742+02
1200,Carrera,t,757,2017-05-02 14:09:24+02,2018-08-30 18:20:34.379659+02
1202,GT2,t,757,2017-05-02 14:09:24+02,2018-08-30 18:20:34.7879+02
1203,GT3,t,757,2017-05-02 14:09:24+02,2018-08-30 18:20:35.260039+02
1205,Targa,t,757,2017-05-02 14:09:24+02,2018-08-30 18:20:35.646426+02
1206,Turbo,t,757,2017-05-02 14:09:24+02,2018-08-30 18:20:36.126691+02
1207,Spyder,t,759,2017-05-02 14:09:24+02,2018-08-30 18:20:37.219741+02
1208,Turbo,t,761,2017-05-02 14:09:24+02,2018-08-30 18:20:37.619496+02
1209,Boxster,t,763,2017-05-02 14:09:24+02,2018-08-30 18:20:38.659885+02
116,"",t,933,2017-05-02 14:09:26+02,2018-08-30 18:21:29.359887+02
1211,CC,t,781,2017-05-02 14:09:24+02,2017-05-08 09:00:05+02
1212,RS,t,781,2017-05-02 14:09:24+02,2017-05-08 09:00:05+02
1214,VT,t,868,2017-05-02 14:09:24+02,2017-05-02 14:09:24+02
1215,SE,t,869,2017-05-02 14:09:24+02,2017-05-08 09:00:05+02
1216,S,t,870,2017-05-02 14:09:24+02,2017-05-08 09:00:05+02
1217,SE,t,870,2017-05-02 14:09:24+02,2017-05-08 09:00:05+02
1218,XL,t,870,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1219,SE,t,871,2017-05-02 14:09:25+02,2017-05-02 14:09:25+02
1220,GL,t,872,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1221,XL,t,872,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1222,LE,t,872,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1223,S,t,872,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1224,SE,t,872,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1225,XS,t,872,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1226,GL,t,874,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1227,CE,t,874,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1228,LE,t,874,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1229,S,t,874,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1230,SE,t,874,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1231,XL,t,874,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1232,GX,t,876,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1233,VX,t,876,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1234,EX,t,877,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1235,GX,t,877,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1236,SR,t,877,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1237,VX,t,877,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1238,SR,t,878,2017-05-02 14:09:25+02,2017-05-02 14:09:25+02
1239,GL,t,880,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1240,SR,t,880,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1241,VVT,t,880,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1242,XL,t,880,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1243,SL,t,881,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1244,S,t,881,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1245,G,t,881,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1246,SE,t,881,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1247,LX,f,882,2017-05-02 14:09:25+02,2017-05-18 15:52:34.146+02
1248,DL,f,882,2017-05-02 14:09:25+02,2017-05-18 15:52:34.146+02
1249,EX,f,882,2017-05-02 14:09:25+02,2017-05-18 15:52:34.146+02
1250,G,f,882,2017-05-02 14:09:25+02,2017-05-18 15:52:34.146+02
1251,GL,f,882,2017-05-02 14:09:25+02,2017-05-18 15:52:34.146+02
1252,GX,f,882,2017-05-02 14:09:25+02,2017-05-18 15:52:34.146+02
1253,VX,f,882,2017-05-02 14:09:25+02,2017-05-18 15:52:34.146+02
1254,EX,f,884,2017-05-02 14:09:25+02,2017-05-18 15:52:34.146+02
1255,GX,f,884,2017-05-02 14:09:25+02,2017-05-18 15:52:34.146+02
1256,TX,f,884,2017-05-02 14:09:25+02,2017-05-18 15:52:34.146+02
1257,VX,f,884,2017-05-02 14:09:25+02,2017-05-18 15:52:34.146+02
1258,GL,t,888,2017-05-02 14:09:25+02,2017-05-02 14:09:25+02
1259,S,t,888,2017-05-02 14:09:25+02,2017-05-02 14:09:25+02
126,"",t,613,2017-05-02 14:09:24+02,2017-05-08 09:00:05+02
1260,SE,t,888,2017-05-02 14:09:25+02,2017-05-02 14:09:25+02
1261,EX,t,892,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1262,GX,t,892,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1263,LE,t,892,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1264,VX,t,892,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1265,XL,t,892,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1266,EX,t,894,2017-05-02 14:09:25+02,2017-05-02 14:09:25+02
1267,GX,t,894,2017-05-02 14:09:25+02,2017-05-02 14:09:25+02
1268,SR,t,894,2017-05-02 14:09:25+02,2017-05-02 14:09:25+02
1269,VX,t,894,2017-05-02 14:09:25+02,2017-05-02 14:09:25+02
1270,G,t,900,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1271,LE,t,900,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1272,S,t,900,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1273,SE,t,900,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1274,Millennium,t,903,2017-05-02 14:09:25+02,2017-05-11 14:25:39.107+02
1276,R32,t,906,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1277,R36,t,906,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
124,"",t,385,2017-05-02 14:09:23+02,2018-08-30 18:18:11.237689+02
125,"",t,430,2017-05-02 14:09:23+02,2018-08-30 18:18:23.379385+02
1210,Cayman,t,763,2017-05-02 14:09:24+02,2018-08-30 18:20:39.059397+02
122,"",t,845,2017-05-02 14:09:24+02,2018-08-30 18:20:58.480495+02
1213,GT,t,868,2017-05-02 14:09:24+02,2018-08-30 18:21:03.779807+02
123,"",t,869,2017-05-02 14:09:24+02,2018-08-30 18:21:04.619789+02
127,"",t,874,2017-05-02 14:09:25+02,2018-08-30 18:21:06.519959+02
1275,GTI,t,906,2017-05-02 14:09:25+02,2018-08-30 18:21:20.320402+02
1278,Polestar,t,930,2017-05-02 14:09:25+02,2018-08-30 18:21:27.787652+02
1279,Polestar,t,934,2017-05-02 14:09:25+02,2018-08-30 18:21:29.760066+02
1281,Prestige,t,1178,2017-05-02 14:09:25+02,2017-05-02 14:09:25+02
1282,Premium,f,1178,2017-05-02 14:09:25+02,2017-05-11 09:02:54.698+02
1283,Prestige,t,55,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1284,235i,t,71,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1289,730li,f,81,2017-05-02 14:09:25+02,2017-05-09 12:03:01.77+02
1290,740 Li,f,81,2017-05-02 14:09:25+02,2017-05-17 11:53:05.213+02
1291,750 Li,f,81,2017-05-02 14:09:25+02,2017-05-17 11:52:55.894+02
1292,LT,t,154,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1293,LTZ,t,176,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1294,LS,t,180,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1295,LT,t,180,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1296,LS,t,184,2017-05-02 14:09:25+02,2017-05-02 14:09:25+02
1297,LT,t,184,2017-05-02 14:09:25+02,2017-05-02 14:09:25+02
1298,LS,t,185,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1299,LS,t,193,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1300,LT,t,195,2017-05-02 14:09:25+02,2017-05-02 14:09:25+02
1301,Limited,t,209,2017-05-02 14:09:25+02,2017-05-02 14:09:25+02
1302,Touring,t,209,2017-05-02 14:09:25+02,2017-05-02 14:09:25+02
1303,Limited,t,206,2017-05-02 14:09:25+02,2017-05-02 14:09:25+02
1304,LX,t,206,2017-05-02 14:09:25+02,2017-05-02 14:09:25+02
1305,Limited,t,208,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1306,R/T,t,231,2017-05-02 14:09:25+02,2017-05-02 14:09:25+02
1307,SE,t,231,2017-05-02 14:09:25+02,2017-05-02 14:09:25+02
1308,SXT,t,231,2017-05-02 14:09:25+02,2017-05-02 14:09:25+02
1309,Rallye,t,234,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1310,SE,t,234,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1311,SXT,t,237,2017-05-02 14:09:25+02,2017-05-02 14:09:25+02
1312,SXT,t,238,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1313,Limited,t,244,2017-05-02 14:09:25+02,2017-05-02 14:09:25+02
1314,R/T,t,244,2017-05-02 14:09:25+02,2017-05-02 14:09:25+02
1315,SE,t,244,2017-05-02 14:09:25+02,2017-05-02 14:09:25+02
1316,SXT,t,244,2017-05-02 14:09:25+02,2017-05-02 14:09:25+02
1317,Berlinetta,t,264,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1318,XLS,t,284,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1319,LTS,t,284,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1320,Limited,t,284,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1321,Eddie Bauer,t,288,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1322,XL,t,288,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1323,Eddie Bauer,t,289,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1324,XLS,t,289,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1325,XL,t,290,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1326,Titanium,t,297,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1327,Ambiente,t,297,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1328,Ambiente,t,300,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1329,Limited,t,301,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1330,SEL,t,302,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1331,Titanium,t,302,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1332,Ambiente,t,303,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1333,Sport,t,303,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1334,Trend,t,303,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1335,S,t,308,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1336,SE,t,308,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1337,SEL,t,308,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1338,Titanium,t,311,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1339,Trend,t,311,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1340,SE,t,317,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1341,Denali,t,335,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1343,SLE,t,335,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1344,SLT,t,335,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1345,DX,t,342,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1346,Limited,t,342,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1347,EX,t,344,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1348,LX,t,344,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1349,EX,t,346,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1350,LX,t,346,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1351,EX,t,353,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1352,LX,t,353,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1353,EX,t,355,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1354,EX,t,356,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
13,"",t,61,2017-05-02 14:09:23+02,2018-08-30 18:16:22.151711+02
1285,320ci,t,72,2017-05-02 14:09:25+02,2018-08-30 18:16:31.251679+02
1286,335is,t,72,2017-05-02 14:09:25+02,2018-08-30 18:16:31.720145+02
1287,335xi,t,72,2017-05-02 14:09:25+02,2018-08-30 18:16:32.132002+02
1288,730i,t,81,2017-05-02 14:09:25+02,2018-08-30 18:16:43.291909+02
133,"",t,99,2017-05-02 14:09:23+02,2018-08-30 18:16:52.651312+02
135,"",t,277,2017-05-02 14:09:23+02,2018-08-30 18:17:39.157776+02
1342,HD,t,335,2017-05-02 14:09:25+02,2018-08-30 18:17:52.757658+02
132,"",t,555,2017-05-02 14:09:24+02,2018-08-30 18:19:01.799748+02
130,"",t,903,2017-05-02 14:09:25+02,2018-08-30 18:21:19.279815+02
1355,LX,t,356,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1356,EX,t,357,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1357,GL,t,363,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1358,GLS,t,363,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1359,GL,t,365,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1360,GLS,t,365,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1361,GLS,t,371,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1362,GL,t,372,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1363,GL,t,375,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1364,GLS,t,375,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1365,GL,t,376,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1366,GLS,t,376,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1367,GL,t,379,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1368,GLS,t,379,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1369,GL,t,380,2017-05-02 14:09:25+02,2017-05-02 14:09:25+02
1370,GL,t,382,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1371,GLS,t,382,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1372,GL,t,383,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1373,GLS,t,383,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1374,SE,t,383,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1375,GL,t,388,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1376,GLS,t,388,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1377,SE,t,388,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1378,GL,t,389,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1379,GLS,t,389,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1380,GL,t,391,2017-05-02 14:09:25+02,2017-05-02 14:09:25+02
1381,GLS,t,391,2017-05-02 14:09:25+02,2017-05-02 14:09:25+02
1382,Sport,t,443,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1385,GS,t,1094,2017-05-02 14:09:25+02,2017-05-02 14:09:25+02
1386,GT,t,1094,2017-05-02 14:09:25+02,2017-05-02 14:09:25+02
1387,DE,t,646,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1388,ES,t,646,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1389,GTS,t,646,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1390,SE,t,667,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1391,SL,t,668,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1392,S,t,673,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1393,SL,t,676,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1394,SE,t,676,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1395,S,t,676,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1396,S,t,677,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1397,SL,t,677,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1398,SV,t,677,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1399,S,t,678,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
140,"",t,614,2017-05-02 14:09:24+02,2017-05-16 15:40:08.21+02
1400,SE,t,678,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1401,S,t,685,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1402,S,t,690,2017-05-02 14:09:25+02,2017-05-02 14:09:25+02
1403,EX,t,696,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1404,PE,t,696,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1405,S,t,696,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1406,SL,t,696,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1407,SV,t,696,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1408,SE,t,697,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1409,S,t,697,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1410,SE,t,702,2017-05-02 14:09:25+02,2017-05-02 14:09:25+02
1411,Active,t,725,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1412,Access,t,727,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1413,Allure,t,727,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1416,XT,t,728,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1419,Active,t,729,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1420,Allure,t,729,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1421,Active,t,734,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1422,Allure,t,734,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
1423,GTS,t,757,2017-05-02 14:09:25+02,2017-05-08 09:00:05+02
